year,month,element,day1,day2,day3,day4,day5,day6,day7,day8,day9,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day30,day31
2018,7,max,21.4517,19.185329,20.985426,18.883494,21.318526,18.855708,19.414402,17.763727,22.642182,22.416833,18.805699,17.002436,19.579329,20.928234,19.652959,19.839117,21.776149,17.508773,20.797645,21.910541,21.036774,18.19478,18.469055,22.098426,19.486646,18.166611,19.966263,20.936348,21.505787,17.639524,18.05532
2018,7,min,14.769186,14.905434,15.664626,11.491433,16.117237,13.222136,14.231782,12.081941,15.93291,15.954774,12.61395,11.854781,13.25939,15.068281,14.798153,12.234394,17.097383,11.446965,15.456892,14.905988,16.138211,14.097078,12.56851,17.807113,12.967585,11.381194,14.990325,16.914169,14.425602,11.938939,10.223456
2018,8,max,16.107747,14.49519,15.738771,17.005466,16.572714,18.348556,17.315644,17.983415,18.383249,15.848047,14.483438,17.594882,16.760491,13.4649,14.630291,16.240913,14.387569,17.238515,15.445596,15.494645,15.520861,16.504476,18.140392,15.282286,15.110553,18.120688,15.514128,16.276794,14.323232,15.615016,15.016777
2018,8,min,11.906873,7.101844,8.533105,9.053897,8.772555,11.897946,11.296531,11.791927,11.408627,10.81128,7.932793,11.509683,11.662101,8.321988,9.351452,11.687417,7.61177,12.981599,9.275152,10.667308,7.901507,9.722385,11.078014,11.258702,8.096652,10.306966,8.524065,9.863784,9.445546,11.498917,8.30021
2018,9,max,12.497697,12.876138,13.805339,12.435918,10.234409,10.885994,10.373505,11.341758,14.639175,14.583856,11.585426,10.188096,16.071244,13.972661,13.982325,15.769467,10.194077,10.829123,13.455614,14.268587,11.078532,14.559351,14.987604,10.720389,11.94354,15.820834,14.361885,14.215483,10.683205,15.173556,10.798127
2018,9,min,7.837518,8.365626,9.697473,6.17835,3.66341,5.0392,4.857089,6.034375,9.12267,7.256159,7.257801,4.03042,10.671402,6.847729,6.965392,10.972024,5.584547,4.151287,8.583756,7.200994,4.649542,10.101219,7.128721,6.617676,5.234151,10.234216,10.057899,7.706514,3.593281,8.77191,2.86275
2018,10,max,13.695812,11.570268,12.035765,14.097454,9.633233,12.813511,13.243852,13.402772,10.620494,12.229037,11.613447,10.610373,13.984386,14.289787,11.788251,11.273936,14.105717,10.272719,11.042033,13.207103,9.060907,9.513678,11.931467,13.143656,11.944928,9.55832,13.150723,12.489334,12.185532,13.475613,13.21713
2018,10,min,8.306997,6.087985,6.67084,6.80813,1.790083,5.498681,7.501903,5.540877,3.387698,6.295047,4.689342,3.203521,9.637735,9.314333,5.346924,7.159136,9.378358,3.08139,3.520753,8.102028,1.268656,2.633379,4.898808,6.560044,4.773197,4.671935,7.925899,6.596292,6.483516,8.152447,8.133464
2018,11,max,11.580219,11.227303,13.286981,11.182696,12.976988,15.931439,11.769789,11.236502,11.148446,13.276607,15.917566,14.256301,15.282564,15.308115,12.888178,11.177979,15.718178,15.004491,10.51629,10.393451,13.448834,16.035306,14.658457,14.816242,13.207232,12.728123,16.011984,13.797961,14.512333,11.318524,14.034366
2018,11,min,7.097595,6.749084,6.238222,6.317157,6.078648,9.832891,7.367685,6.32657,7.091853,8.179362,9.70413,9.751183,9.319049,9.011858,7.126303,6.972472,9.807262,9.401661,3.998507,5.796661,8.233492,11.561499,8.233187,9.913493,7.405174,5.287456,10.790463,7.359437,6.721972,6.474423,9.406137
2018,12,max,14.042881,13.016054,16.562867,14.388857,17.217925,17.12431,17.726968,16.967098,15.550834,16.885808,17.959787,13.995537,17.493746,14.731664,17.132068,18.656057,15.962771,13.239165,14.93393,13.547961,18.015752,18.704718,17.03369,13.24139,15.823005,18.496437,16.511978,15.950355,15.087766,17.020801,14.978822
2018,12,min,9.742622,7.21404,11.39783,7.561034,11.4018,9.428665,11.226736,9.232424,9.372584,9.252163,13.674148,8.765089,11.216918,10.234249,10.333133,12.654169,11.641004,7.51105,9.932458,5.700317,11.714955,10.706428,11.955645,6.216315,9.216967,13.77048,9.972839,11.585385,9.754533,9.589869,8.204127
2019,1,max,18.729307,21.881396,19.728955,18.939643,19.42505,22.928715,20.255562,18.125495,21.538659,21.559943,20.295318,19.628697,17.728557,20.65323,17.950269,20.313508,22.953543,19.768687,21.992859,21.29962,18.640549,22.881468,20.30759,22.531209,22.275958,18.657484,19.489655,20.046426,18.697034,20.521626,19.937842
2019,1,min,10.948533,15.68101,14.470887,11.058904,13.366665,16.298074,14.602571,12.678378,15.037024,16.74571,12.584627,12.835696,9.835969,15.69604,11.746913,15.940672,15.301823,15.298823,15.999357,15.264132,11.301654,17.906544,14.773246,16.498245,14.81985,11.49746,11.752661,12.764228,13.502811,12.526017,15.34346
2019,2,max,24.231483,24.311505,23.732068,22.131914,24.430786,25.653267,25.468231,25.868453,24.982133,26.884909,21.222118,24.541083,26.245142,24.155707,25.334663,24.928688,23.816944,23.031367,24.89902,26.114048,23.280056,25.312305,26.234298,21.410524,26.525575,25.480598,21.590659,26.235475,25.164007,21.275946,22.760207
2019,2,min,18.850988,18.137784,18.444958,15.341921,19.496536,21.478678,18.647319,20.324138,17.699143,20.903594,15.212953,17.062281,20.483917,18.327994,19.694748,20.311243,15.940129,16.260549,17.491959,18.676679,18.013412,18.274697,22.090702,14.88588,18.535871,19.744712,15.055667,20.460761,17.550311,14.091372,17.260842
2019,3,max,24.801622,27.323772,24.948105,29.153241,25.373182,24.78691,25.452067,23.984588,29.33546,24.876057,26.001597,27.761835,25.428793,25.123505,26.827452,27.359739,29.884355,29.79587,25.575086,28.043,24.222469,26.908567,25.645368,27.570593,27.74791,27.99479,27.883292,27.697692,27.806247,26.573142,28.322362
2019,3,min,18.676957,20.153694,20.632232,22.674399,17.721866,18.94231,20.43076,16.766056,22.625016,19.109138,19.65131,22.0646,18.047577,19.584732,21.878629,21.060492,24.703432,23.162951,19.311369,21.064325,17.796843,19.291946,18.449928,22.161309,21.264346,21.111076,20.529944,20.084077,22.570515,20.254847,23.961828
2019,4,max,26.770663,26.05384,28.236447,28.185114,29.982836,29.948139,29.838931,27.032292,30.77736,30.799001,29.3453,30.803618,27.19465,25.083512,27.728716,29.034045,29.934504,25.650077,25.150148,28.368444,26.328203,29.943132,26.813141,25.838662,26.826188,25.583152,25.813984,29.022917,30.675845,29.453614,27.489307
2019,4,min,19.780739,21.525201,20.350488,20.531166,24.954955,24.020748,22.852694,22.571613,26.214332,23.358439,21.425531,23.585268,20.031922,18.937223,21.037403,22.695804,22.173336,20.714789,17.613209,20.707421,22.075335,22.305582,21.179958,18.053616,20.855689,18.034115,19.999409,22.050357,24.999338,24.835522,23.093221
2019,5,max,26.864285,29.637332,26.151383,29.631534,24.524331,27.194998,26.080246,25.067055,29.016402,27.904816,27.511079,28.648971,24.683747,24.339864,25.171147,29.146376,24.813528,23.945217,24.796331,25.432128,27.894549,24.017365,25.355793,24.97368,28.378512,28.402195,28.596305,24.582527,29.600697,28.627565,27.056911
2019,5,min,21.231822,25.506467,20.377851,22.209733,17.78161,19.283628,20.487688,20.578416,23.197533,21.337998,23.425649,23.674695,18.425435,17.279235,20.307342,23.832138,17.211404,16.511592,20.276363,20.73414,23.791428,16.857427,20.060707,20.764084,22.274169,22.497211,22.543354,18.567173,25.427237,21.159642,21.22474
2019,6,max,26.784157,23.873891,25.116585,26.458205,21.484743,21.394093,24.79846,22.951113,24.183341,24.632561,25.210677,24.9055,25.325039,23.709329,23.03359,23.495938,23.560584,23.245806,26.53791,25.990631,21.579387,25.870616,24.51879,22.977876,23.121588,25.501706,25.326364,24.602461,24.467511,24.940418,21.64931
2019,6,min,22.540855,18.267422,19.15551,22.164242,15.051553,16.294029,18.605035,14.972602,18.368479,20.235847,17.799506,17.829649,20.464947,18.795355,17.219594,19.115595,16.900153,18.63525,22.269377,21.617711,14.624203,19.645133,18.272445,18.488951,16.460226,18.029337,17.45277,19.195876,19.616556,20.043438,14.267817
2019,7,max,19.205366,20.4446,22.070931,21.910561,20.856195,22.574506,18.604686,21.216193,19.038948,22.219176,19.404706,20.799032,21.476671,19.518995,19.220319,21.661014,17.509742,17.944459,21.043812,20.971632,19.652265,21.529659,19.579482,21.070918,21.002795,19.37158,17.046123,18.267404,18.533117,17.046379,18.054169
2019,7,min,12.154944,13.215715,14.172745,15.456268,16.75118,15.256663,13.883022,15.980254,15.014525,15.953892,14.837207,16.676404,16.616139,14.155411,12.333935,15.390639,13.299307,11.473107,15.955401,15.028985,14.559598,17.074389,14.446496,15.124387,16.821126,12.974281,11.840445,13.718465,13.220628,10.058323,12.533339
2019,8,max,17.222028,18.000125,13.432453,13.253814,18.526975,16.454555,17.256994,13.69104,14.948609,16.708752,18.518619,18.066906,16.533228,15.3746,15.03708,14.008796,13.68416,18.435536,17.364275,17.890222,13.878665,16.614394,16.933054,17.637089,17.526675,15.693432,16.386951,16.747131,16.763304,13.409718,14.816923
2019,8,min,11.220978,10.775324,5.985396,9.178847,11.078535,10.160956,11.586218,9.607614,7.74332,9.380648,14.166099,13.09364,10.437378,10.133502,9.704805,7.966863,7.644352,13.038035,10.08848,12.945147,9.089578,9.573533,12.22447,11.66062,10.487166,7.996815,9.845757,9.290143,12.159475,7.640885,9.718228
2019,9,max,10.408829,11.934244,10.413137,10.532183,15.203557,13.114204,13.397695,15.447057,14.930692,12.000957,10.976963,10.692808,12.132423,13.099091,11.558259,12.708328,11.024274,11.769158,12.102,14.807158,10.467268,14.142073,14.414199,15.509853,12.071969,10.920367,15.877976,12.423545,15.69981,12.331873,14.950905
2019,9,min,4.379482,6.126588,3.086351,3.075183,8.743523,7.263357,6.230424,9.648123,8.323342,6.098441,6.729468,3.096301,5.275161,8.408855,5.807226,6.617335,5.532866,6.134081,5.710456,8.217937,6.089244,9.005485,7.787942,8.016734,5.741011,5.521084,9.084056,6.04338,10.461482,5.165225,8.27044
2019,10,max,13.973754,13.112487,12.876149,11.170969,10.081578,14.68601,10.359258,9.462991,9.606845,14.010719,9.226485,13.597846,11.260319,13.98807,13.854262,11.62604,13.058178,11.665192,13.491219,12.204067,13.851743,14.01068,14.682781,11.77008,11.291235,14.797609,13.807555,10.500019,14.244702,9.615538,14.106996
2019,10,min,7.018655,7.006913,7.182523,5.720578,5.224807,8.740926,5.808997,2.085277,2.523346,6.47599,3.879427,9.073649,6.61133,6.903679,9.192106,5.982606,8.108057,6.525481,7.695507,6.966195,7.975681,8.539317,6.745022,6.642993,5.181395,7.530044,9.253961,3.935303,8.026539,2.231969,8.966744
2019,11,max,14.650498,15.503634,12.696632,11.404025,12.169307,10.391338,11.486465,12.321273,15.656752,13.971561,10.897394,15.050366,10.904553,12.763406,10.547151,15.081575,14.435205,10.738918,11.878704,12.59075,12.814478,15.502678,10.170409,11.523426,12.64723,11.515182,14.058025,15.919724,13.228153,16.001786,12.414519
2019,11,min,9.559333,10.914239,4.910979,5.599513,8.062626,4.38331,3.508364,8.208523,8.300047,6.806038,5.749877,8.266078,4.082408,8.742401,5.523456,8.886358,8.324119,5.586512,7.687706,5.415154,8.371047,9.115722,4.108906,6.949118,6.187992,5.848912,9.715569,11.649006,7.198843,9.785178,6.533979
2019,12,max,16.814025,14.521902,17.73112,17.397646,17.629008,14.995112,16.276082,14.050535,15.787737,16.790415,13.378603,15.746077,13.262838,13.251436,16.092302,16.258184,17.519746,15.141845,18.19479,13.74685,18.336919,18.367825,18.842342,15.98514,16.115655,17.362488,16.61472,16.272846,13.480413,14.838975,15.556696
2019,12,min,8.889867,10.456933,12.35191,10.884618,10.68826,10.817769,9.022047,6.933964,9.00618,9.544424,6.273842,10.572307,8.464958,5.517952,8.135811,11.244929,12.755332,8.018479,12.867091,8.274773,11.363688,12.821246,12.857529,8.287898,8.911063,13.04678,9.325355,10.988001,6.836737,8.428489,8.797637
2020,1,max,19.109282,22.220223,22.988904,22.880164,17.450247,19.179867,21.076464,17.856677,21.687872,17.4034,19.197971,20.403468,21.074372,19.23208,20.443531,19.388204,18.49767,21.414049,19.321924,18.57066,19.677639,18.713461,19.947201,22.116958,22.392074,17.526744,22.073127,19.084552,20.253028,22.108172,22.563947
2020,1,min,14.939861,16.809986,17.890682,15.088546,10.900197,11.975483,13.265306,11.426385,17.548676,10.289339,13.666553,13.983089,13.279078,12.179742,14.325691,12.789961,14.043875,15.417873,13.075233,13.529501,11.692178,11.047546,15.456651,16.308787,16.611629,10.799027,16.794776,14.824795,12.687701,15.260936,16.013147
2020,2,max,25.762178,21.728175,21.833261,21.157704,23.213467,24.309882,21.517293,26.99757,24.154174,25.940036,26.834278,23.699847,23.067089,25.681578,22.091779,23.59571,21.332477,21.918093,22.935965,23.076138,26.369556,22.503632,24.305048,22.816948,24.015439,26.649642,24.952397,24.630833,24.381708,21.170241,24.848722
2020,2,min,19.727155,16.924253,14.671769,14.941618,15.99882,17.862088,16.28013,20.122092,17.077516,21.645034,20.264924,16.979411,15.555248,19.122402,14.22672,15.952861,16.835833,17.259464,16.098636,15.312522,18.985821,15.963403,19.804367,16.683036,19.340895,22.032865,18.069866,17.260713,17.080763,16.988394,18.541637
2020,3,max,27.834983,26.427724,26.916432,25.666233,26.825872,28.038148,24.366041,26.565836,25.152341,25.803698,28.333402,29.780448,26.151444,25.842899,25.533033,24.509073,26.233102,25.417825,24.886401,27.394325,28.506931,27.016552,25.779446,29.5996,29.728323,26.045574,26.897568,27.853763,27.148348,26.51377,28.293252
2020,3,min,20.767147,19.871759,20.407776,17.839632,19.60712,22.848413,20.126389,20.628832,18.7257,18.930247,20.890292,25.257383,19.90484,19.977008,20.541358,19.348225,19.771592,17.956595,19.576658,22.143466,22.513869,21.021513,21.686741,23.577822,24.867745,21.843412,19.368211,21.971416,19.759658,18.983947,21.237825
2020,4,max,27.195624,28.42169,28.319338,28.025533,26.678324,29.082392,30.850497,29.769383,30.633691,26.194347,28.000467,25.822218,27.842465,28.637563,26.967795,25.975012,29.435916,27.018241,28.194039,26.798743,27.210147,30.879388,29.780529,29.128262,27.847541,29.697424,28.465806,28.50114,28.774151,30.047003,29.084361
2020,4,min,21.593298,23.643069,24.025211,20.967917,18.721961,24.607148,25.274882,24.413042,23.613831,20.157857,23.819254,20.490055,22.014511,22.57554,20.515523,18.012549,24.238979,19.705083,21.35908,19.535748,20.514921,24.54458,22.879232,25.021673,19.979258,22.592776,21.580206,23.819091,22.295208,25.4559,24.958079
2020,5,max,29.617434,24.041827,24.836791,26.390468,29.451329,28.343227,24.756698,25.8785,27.081066,24.967298,25.982165,28.560142,27.788058,27.588663,25.407318,25.277405,25.713891,25.17187,25.830448,29.530405,25.568948,27.987937,29.809166,29.655856,25.670919,28.213051,26.58246,26.802679,27.159671,28.105231,27.622265
2020,5,min,25.177852,18.787058,18.07479,19.290578,21.960058,24.094102,19.927331,19.229593,21.826056,17.318801,20.565017,21.676444,21.014805,22.819606,19.174971,17.385763,20.557874,18.351917,20.435235,22.348784,21.081452,22.46916,22.535657,22.437393,20.520398,22.827597,21.556684,21.994407,19.427575,23.556139,21.274943
2020,6,max,22.454748,24.186249,21.314947,25.304148,25.624596,24.302115,23.441445,26.270398,22.196736,22.927006,26.447622,24.4448,25.338706,26.479378,26.29347,26.517809,23.381967,26.619652,26.556238,21.055603,21.643804,22.70737,24.259803,26.631363,23.808125,21.675881,23.753487,22.117194,25.744606,25.543697,26.136879
2020,6,min,15.775412,17.634471,15.661741,20.901969,21.603871,16.585717,15.701316,20.360604,14.34108,16.343415,22.089779,18.304191,17.592029,21.779119,21.590315,18.529122,17.400432,18.771127,19.049266,14.783756,13.711829,14.750972,18.284153,19.227124,19.036879,17.025904,18.724427,15.170723,19.473481,20.841717,18.548708
2020,7,max,21.961939,17.520427,18.108687,18.94161,18.564712,21.52254,18.811675,17.068614,21.156612,17.709349,19.4325,22.37071,18.865868,22.496782,20.687753,17.801413,21.486409,19.495074,19.824968,20.984567,18.484793,22.23881,19.680488,17.468616,17.370548,20.032922,17.899114,20.122049,18.232409,17.54565,21.852152
2020,7,min,15.900816,10.843403,13.54624,13.949422,13.622627,13.706401,11.920145,10.453881,16.908114,12.482124,13.422418,15.556482,14.396205,17.316632,15.811238,13.18867,15.063453,13.298136,13.674898,16.11092,11.465834,17.911329,12.865423,11.211941,11.179951,13.742116,12.586644,15.657089,11.899818,11.504148,16.038423
2020,8,max,16.079487,13.346421,17.841492,15.375692,17.474827,13.271739,13.382559,18.607497,18.602653,15.453202,17.594966,16.875285,18.95714,18.217722,15.253873,16.970755,16.921205,14.070842,16.173055,14.336141,13.136412,17.040999,16.191602,14.485072,14.653898,17.350144,17.856869,17.596321,13.093875,13.60538,16.586709
2020,8,min,10.252293,7.496907,10.948372,8.109879,11.161582,7.893623,5.406065,14.33142,14.475714,8.377313,9.681633,11.193837,13.427221,10.590652,8.522952,10.813554,11.530125,7.921808,9.261623,10.322248,7.94296,10.863218,8.89816,9.100433,6.904257,12.898765,12.179907,10.061294,8.269548,9.471075,9.773564
2020,9,max,10.363855,12.485389,11.375412,10.410461,11.807377,14.460902,13.659303,11.995787,10.931359,11.398053,10.437543,15.35008,13.827756,13.045521,15.721315,14.786624,12.569745,12.330558,12.91291,11.876215,14.906454,13.446112,13.415517,11.528948,13.952032,15.154597,14.419305,11.682566,13.689329,11.200777,14.417628
2020,9,min,3.40169,7.548032,3.920491,4.394878,4.544232,9.185287,6.969175,6.78873,4.29051,6.196049,2.643462,7.703769,8.118953,5.156361,9.035945,9.511687,7.972874,5.312894,5.515546,5.045908,7.247489,5.574968,8.879146,6.715601,6.263127,10.784741,9.657379,4.987879,6.194847,4.153991,8.182226
2020,10,max,11.876365,10.997786,9.092002,14.772465,14.997432,10.455559,10.227079,12.312476,11.28397,11.155557,12.076899,9.591649,11.816943,14.485983,11.483581,10.327645,10.564645,12.474858,9.914468,11.279039,11.995809,13.10908,13.929552,12.850167,10.009402,10.015594,11.929898,12.252821,9.352392,14.080184,13.009293
2020,10,min,4.39847,3.169707,1.343363,10.303201,9.081749,4.037953,2.566573,5.21042,5.14937,6.109311,6.08779,1.666376,4.458018,9.003163,5.233482,5.743954,2.825612,6.804545,4.595007,3.945588,5.377377,8.079773,6.063519,6.887784,2.8295,3.13434,4.2623,5.685583,5.217097,6.299432,5.951938
2020,11,max,12.54615,11.460397,10.126646,12.311001,14.072325,12.971022,10.111471,10.142903,11.720241,10.174652,14.115994,15.530437,10.64968,11.223389,14.963083,12.453175,12.507961,16.013195,14.176047,13.994211,14.629312,12.347381,10.408486,11.100098,12.675255,13.466937,10.643968,10.327107,15.280498,12.924798,10.517885
2020,11,min,5.175971,4.631719,4.103714,5.83966,7.606248,7.019604,3.904897,4.025232,3.810324,2.922023,6.891324,11.102371,6.05409,5.117565,9.893784,6.960969,6.247952,11.109766,6.784578,6.561334,10.25531,6.136575,6.370686,5.100665,5.537749,6.035095,4.531331,5.481439,7.730281,8.738551,2.815546
2020,12,max,18.39587,13.197411,14.886908,16.522217,17.276268,13.461625,14.442833,15.33494,14.990379,13.839704,17.344981,18.84594,15.62253,15.043556,18.72915,17.641329,14.639962,15.943621,18.646857,17.078169,13.514165,17.788331,13.492228,17.270063,17.437932,13.639306,14.849605,14.618599,14.124351,16.32844,13.157571
2020,12,min,12.14183,5.482345,7.041031,9.513199,11.683084,8.811824,7.104231,7.748837,7.967942,5.885792,11.34181,14.631154,8.267831,7.967534,13.142338,13.522827,6.669619,10.520376,12.919465,10.435482,7.039701,10.935897,8.875344,10.734459,12.171219,9.618525,9.409935,10.088571,8.328976,10.696263,7.741914
2021,1,max,17.558386,18.946582,18.751084,17.508197,22.431245,20.431763,19.284392,18.806788,17.379603,19.526614,17.461528,18.47954,20.562838,17.641834,22.692941,20.721153,18.97725,21.892853,22.845352,18.923991,18.205109,22.787448,18.748689,19.946044,18.454546,21.898967,17.683327,20.553362,21.090276,22.718028,21.250202
2021,1,min,11.16621,13.40563,13.199886,9.903653,14.518553,15.753431,14.729032,12.834292,11.640898,13.589689,12.454729,11.979406,15.780645,12.423202,17.364072,13.504847,13.638305,14.454819,18.300854,11.134875,12.948376,14.912547,11.968858,13.642527,12.950325,16.327227,11.427925,14.370846,14.889879,16.871539,15.496382
2021,2,max,22.747987,25.913793,23.45485,24.800016,24.951978,25.734461,26.944204,23.404831,26.522353,24.261871,23.157177,24.221436,21.509892,24.94561,24.881999,26.901649,23.397706,26.794301,21.063287,24.064057,24.48311,23.674671,25.634053,24.002795,21.147376,23.495853,21.696416,21.850051,23.731996,23.897556,23.628996
2021,2,min,15.976646,18.731166,17.457637,19.831932,18.091032,21.4386,21.027265,17.37838,19.755518,17.098988,15.575171,17.668714,14.434075,19.525575,20.704812,20.191762,16.386975,21.072478,16.028333,17.988866,18.182168,18.110135,19.279694,18.622925,16.729178,15.648941,13.933711,16.60249,18.904527,17.992906,16.841943
2021,3,max,25.84166,28.789319,29.023283,27.991039,29.831606,24.974923,27.287297,25.319337,25.034914,26.52101,27.612845,27.481422,28.156617,28.442156,24.303586,29.160079,25.884113,25.502324,27.094493,27.510028,27.450232,29.00131,28.810633,25.712872,24.436715,24.635373,25.02647,26.993152,24.755407,25.042725,28.088801
2021,3,min,20.640604,24.328978,22.431404,23.333623,24.855954,20.33438,19.453446,19.699147,18.472998,22.404241,22.823547,21.926079,23.333479,21.207237,19.896578,24.41224,20.053911,18.051777,20.538059,21.064795,22.058533,22.531859,21.986679,19.254934,19.900924,19.413853,18.252724,21.320196,19.220567,18.500719,21.50776
2021,4,max,30.999397,27.937852,26.88748,25.321668,25.057501,29.891296,28.032628,29.10818,30.039351,25.496024,29.56634,26.649118,26.009254,29.45511,28.298357,25.68524,29.939697,29.935666,29.313881,30.938654,29.980424,26.786254,27.698394,29.900372,30.963746,26.421676,28.527543,29.264524,25.99589,26.239718,25.356147
2021,4,min,24.779747,23.376666,21.083476,19.885511,20.511362,22.035979,22.052749,23.445658,24.084553,21.372581,24.39798,20.498683,20.179968,22.391431,23.845513,18.584788,24.47225,25.769223,23.128468,26.528989,22.975042,18.789003,22.304086,24.144092,23.86122,19.178865,23.12502,22.733441,21.43895,21.411947,19.952885
2021,5,max,25.614713,25.870125,25.664203,29.076304,28.003999,29.704835,29.440816,29.130489,29.124676,28.196572,28.497045,26.864956,25.540506,26.640154,29.208954,27.021884,29.54622,29.629728,23.943042,28.324547,26.678899,26.07754,27.13475,26.506062,25.539424,25.954734,27.325056,25.990641,24.218659,28.631542,24.673626
2021,5,min,19.459639,19.05391,20.59483,21.134351,23.623098,22.562071,21.470871,24.622936,24.125967,20.882645,21.792107,20.555253,19.883606,20.105643,24.836575,21.908981,24.069935,24.320571,16.846501,21.40082,20.022323,21.824217,22.26343,21.658656,18.22605,19.643,21.383704,19.260433,19.82036,22.793215,17.24302
2021,6,max,23.647716,26.748191,25.131551,24.899983,26.596353,24.927528,23.231063,21.99315,22.833055,22.404863,25.222188,23.86084,22.357145,21.055722,25.902654,23.533884,21.42497,25.38458,22.880109,21.822776,25.518947,26.957641,24.18305,24.900121,25.334592,21.908245,25.119397,21.520128,25.514674,23.304191,22.887022
2021,6,min,19.645012,21.938918,20.603899,20.264073,21.500276,19.925971,15.615862,16.407784,16.03529,15.782922,21.217843,19.330041,15.637214,14.273333,17.950035,19.005183,15.89269,20.974872,15.356153,14.728934,20.986362,22.386229,20.149151,19.139724,18.822272,16.261405,17.679547,17.118268,19.156378,15.451197,18.327701
2021,7,max,18.661806,20.32038,20.645559,21.142856,20.950432,20.106495,21.487062,17.327415,22.728029,17.676462,20.563579,22.866182,22.603546,22.164884,19.192475,21.576356,21.622202,17.405195,17.238961,21.73574,20.771424,19.492592,17.494567,20.696282,18.859441,18.219185,20.218341,20.805765,21.086334,21.192055,22.078809
